subject,context,objective_number,page,objective,top_confidence,top_score,top_resource,top_resource_path
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.7,51,use the sine and cosine rules to solve problems involving triangles;,high,19,Notes\CSEC Hub\Mastering the Sine and Cosine Rules.md,Mathematics\Notes\CSEC Hub\Mastering the Sine and Cosine Rules.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.8,51,calculate the area of a triangle given two sides and the angle they form;,high,14,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.9,51,"calculate the area of a segment of a circle; and,",high,13,Notes\CSEC Hub\Area of Triangles and Circle Segments.md,Mathematics\Notes\CSEC Hub\Area of Triangles and Circle Segments.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.10,51,solve problems involving bearings.,high,12,Notes\CSEC Hub\Mastering Bearings Navigation Mathematics.md,Mathematics\Notes\CSEC Hub\Mastering Bearings Navigation Mathematics.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.1,51,"write the position vector of a point 𝑃(𝑎, 𝑏) as 𝑂𝑃 ⃗⃗⃗⃗⃗ = (𝑎 𝑏) where 𝑂 is the origin (0,0);",high,16,Notes\CSEC Hub\Vector Concepts and Notation.md,Mathematics\Notes\CSEC Hub\Vector Concepts and Notation.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.2,51,determine the magnitude of a vector;,high,12,Notes\CSEC Hub\Vector Concepts and Notation.md,Mathematics\Notes\CSEC Hub\Vector Concepts and Notation.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.3,52,determine the direction of a vector;,high,12,Notes\CSEC Hub\Vector Concepts and Notation.md,Mathematics\Notes\CSEC Hub\Vector Concepts and Notation.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.4,52,use vectors to solve problems in geometry;,high,17,Notes\CSEC Hub\Using Vectors in Geometry Problems.md,Mathematics\Notes\CSEC Hub\Using Vectors in Geometry Problems.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.5,52,evaluate the determinant of a '2 x 2' matrix;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.6,52,define the multiplicative inverse of a non-singular square matrix;,high,15,Notes\CSEC Hub\Mastering the Inverse of Non-Singular Matrices.md,Mathematics\Notes\CSEC Hub\Mastering the Inverse of Non-Singular Matrices.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.8,52,"determine a '2 x 2' matrix associated with a specified transformation; and,",high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,4.9,52,"use matrices to solve simple problems in Arithmetic, Algebra and Geometry.",high,16,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2,171,Write your answers in the spaces provided in this booklet.,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Principles of Accounts,SECTION 1: ACCOUNTING AS A PROFESSION,1,12,explain the concept and purposes of Accounting;,high,10,Notes\CSEC Hub\The Concept and Purposes of Accounting.md,POA\Notes\CSEC Hub\The Concept and Purposes of Accounting.md
Principles of Accounts,SECTION 1: ACCOUNTING AS A PROFESSION,2,12,identify the users of accounting information;,low,2,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 1: ACCOUNTING AS A PROFESSION,3,12,describe traditional and emerging careers in the field of Accounting;,low,4,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 1: ACCOUNTING AS A PROFESSION,4,12,discuss ethical issues in the field of Accounting.,low,2,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,1,14,outline the concepts and conventions that guide the accounting process;,low,4,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,2,14,describe the accounting cycle;,low,2,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,3,14,appraise the accounting features of various types of business organisations;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,4,14,identify the main financial statements prepared by various business organisations;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,5,15,assess the role and impact of technology on the accounting process;,low,2,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,6,15,explain the concept of a Balance Sheet and the balance sheet equation;,medium,8,Notes\CSEC Hub\The Concept and Purposes of Accounting.md,POA\Notes\CSEC Hub\The Concept and Purposes of Accounting.md
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,7,15,identify the components of a Balance Sheet;,low,4,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 2: ACCOUNTING AS A SYSTEM,10,15,determine which items in a Balance Sheet will change as a result of various transactions.,high,10,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,1,17,explain the uses of books of original entry;,low,4,Notes\MoE SLMS\RULES FOR RECORDING DOUBLE ENTRY ALICE.mp4,POA\Notes\MoE SLMS\RULES FOR RECORDING DOUBLE ENTRY ALICE.mp4
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,2,17,distinguish between cash and credit transactions;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,3,17,identify source documents related to books of original entry;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,7,18,distinguish between trade and cash discounts;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,8,18,distinguish between discounts allowed and discounts received;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 3: BOOKS OF ORIGINAL ENTRY,10,18,interpret the balances of the cash books;,medium,5,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 4: LEDGERS AND THE TRIAL BALANCE,1,20,describe the different classes of accounts;,medium,9,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 4: LEDGERS AND THE TRIAL BALANCE,2,20,identify the different types of ledgers;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 4: LEDGERS AND THE TRIAL BALANCE,3,20,explain the significance of debit and credit in each class of account;,medium,8,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 4: LEDGERS AND THE TRIAL BALANCE,7,20,interpret entries and balances;,medium,5,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 4: LEDGERS AND THE TRIAL BALANCE,9,20,outline the uses and limitations of the trial balance.,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 5: THE PREPARATION AND ANALYSIS OF FINANCIAL,1,22,explain the purpose of preparing financial statements;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 5: THE PREPARATION AND ANALYSIS OF FINANCIAL,2,22,identify the components of the Financial Statements;,low,4,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 5: THE PREPARATION AND ANALYSIS OF FINANCIAL,5,22,explain the significance of the working capital for the operation of a business;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,1,24,explain accounting concepts that underpin the need for adjustments;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,2,24,explain why adjustments are made to financial statements;,low,4,SBA\MoE SLMS\Sba guidelines made simple.mp4,POA\SBA\MoE SLMS\Sba guidelines made simple.mp4
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,3,24,prepare journal entries and ledger accounts to reflect adjustments and the treatment in the balance sheet;,high,13,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,4,24,explain the reasons for bad debts;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,7,24,discuss the nature of depreciation;,low,4,Notes\MoE SLMS\Example of Depreciation.mp4,POA\Notes\MoE SLMS\Example of Depreciation.mp4
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,10,25,distinguish between capital expenditure and revenue expenditures;,medium,5,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 6: ACCOUNTING ADJUSTMENTS,11,25,determine the amount of expenses or revenues to be transferred to the Income Statement;,medium,8,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,1,26,explain the uses of control systems in the accounting process;,low,4,Notes\MoE SLMS\control accounts.pdf,POA\Notes\MoE SLMS\control accounts.pdf
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,2,26,outline the THREE most commonly used control systems in the accounting process;,medium,5,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,3,26,distinguish between those errors which affect and those which do not affect the trial balance;,medium,9,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,5,26,explain the need for suspense account;,low,4,Notes\MoE SLMS\control accounts.pdf,POA\Notes\MoE SLMS\control accounts.pdf
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,8,26,explain the purposes of control accounts and how they are prepared;,high,10,Notes\CSEC Hub\The Concept and Purposes of Accounting.md,POA\Notes\CSEC Hub\The Concept and Purposes of Accounting.md
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,9,26,identify the sources of information for entries made in control accounts;,medium,9,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,11,26,explain the significance of the balances on control accounts;,high,8,Notes\MoE SLMS\control accounts.pdf,POA\Notes\MoE SLMS\control accounts.pdf
Principles of Accounts,SECTION 7: CONTROL SYSTEMS,12,27,"identify items that will result in differences between cash book and bank statement balances; and,",high,16,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 8: ACCOUNTING FOR PARTNERSHIPS,1,28,define a partnership business;,low,2,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 8: ACCOUNTING FOR PARTNERSHIPS,2,28,state the features of a partnership;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 8: ACCOUNTING FOR PARTNERSHIPS,4,28,outline the essential components of a partnership agreement;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 8: ACCOUNTING FOR PARTNERSHIPS,9,28,"explain the significance of the brought down balances on partners' current accounts; and,",high,11,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,"SECTION 9: ACCOUNTING FOR LIMITED LIABILITY COMPANIES,",1,30,"identify the essential features of limited liability companies, co- operatives and non-profit organisations;",medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,"SECTION 9: ACCOUNTING FOR LIMITED LIABILITY COMPANIES,",2,30,"identify the types of limited liability companies, co-operatives and non- profit organisations;",medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,"SECTION 9: ACCOUNTING FOR LIMITED LIABILITY COMPANIES,",3,30,outline the advantages and disadvantages of a limited liability company;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,"SECTION 9: ACCOUNTING FOR LIMITED LIABILITY COMPANIES,",4,30,describe the various methods of raising capital available to limited liability companies and co- operatives;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,"SECTION 9: ACCOUNTING FOR LIMITED LIABILITY COMPANIES,",5,30,identify the various types of shares and the rights of the owners of each type of share;,medium,8,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 10: MANUFACTURING AND INVENTORY CONTROL,1,32,distinguish between direct and indirect costs;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 10: MANUFACTURING AND INVENTORY CONTROL,6,32,list methods of inventory valuation;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 11: ACCOUNTING FOR THE ENTREPRENEUR,1,34,list methods of payment;,low,3,Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json,POA\Practice Questions\Kerwin Springer\CSEC Principles of Accounts MCQ Question Bank - Kerwin Springer.json
Principles of Accounts,SECTION 11: ACCOUNTING FOR THE ENTREPRENEUR,2,34,identify basic source documents of the payroll;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 11: ACCOUNTING FOR THE ENTREPRENEUR,4,34,identify main accounting software used for payroll;,low,4,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Accounts,SECTION 11: ACCOUNTING FOR THE ENTREPRENEUR,5,34,distinguish between voluntary and statutory deductions;,medium,5,Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md,POA\Notes\CSEC Hub\CSEC Hub Principles of Accounts Index.md
Principles of Business,General,3,8,"Use a variety of methodologies integrating technology as well as role play, case studies, simulations, field trips, games, and presentations by resource personnel. Practical assignments and discussions on topical issues should be used where possible. Throughout the syllabus, an asterisk* is used to highlight specific objectives for which practical activities are imperative.",high,12,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,General,4,8,Use tangible and physical examples as well as the resources on the internet and other electronic media.,high,10,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,7,13,differentiate among the types of economic systems;,high,8,Notes\SJS Business\LECTURE 3 ECONOMIC SYSTEMS.docx,POB\Notes\SJS Business\LECTURE 3 ECONOMIC SYSTEMS.docx
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,8,13,describe the functional areas of a business;,medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,9,13,identify the stakeholders involved in business activities;,medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,10,13,discuss the role and functions of the stakeholders involved in business activities;,medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,11,14,explain the ethical and legal issues in the establishment and operations of a business;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,12,14,explain the principles that must be adopted in the establishment and operation of a business;,medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,13,14,"explain the consequences of unethical and illegal practices in business; and,",medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 1: THE NATURE OF BUSINESS,14,15,describe the careers in the field of business.,medium,5,Notes\ChromeStudy\The Nature of Business.md,POB\Notes\ChromeStudy\The Nature of Business.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,1,17,describe the functions of management;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,4,18,interpret simple organisational charts;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,5,18,outline the essential characteristics of a good leader;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,6,18,discuss the different leadership styles;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,7,18,identify potential sources of conflict within an organisation;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,8,18,outline strategies used by employers and employees to gain an upper hand during periods of conflict;,high,11,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,9,18,describe strategies for the resolution of conflict within an organisation;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,10,18,establish guidelines for the conduct of good management and staff relations in the workplace;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,11,18,identify strategies for motivating employees in a business;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,12,19,evaluate the role of teamwork in the success of an organisation;,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 2: INTERNAL ORGANISATIONAL ENVIRONMENT,13,19,outline strategies for effective communication within an organisation.,high,10,Notes\ChromeStudy\Internal Organizational Environment.md,POB\Notes\ChromeStudy\Internal Organizational Environment.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,1,21,define the term entrepreneur;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,2,21,explain the functions of an entrepreneur;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,3,21,identify the characteristics of the typical entrepreneur;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,4,21,describe the role of the entrepreneur in the decision- making process;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,5,22,outline the role of the entrepreneur in economic development;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,6,22,outline reasons why an individual may want to establish a business;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,7,22,outline the essential steps that should be taken in establishing a business;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,8,22,identify the reasons for preparing a business plan;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,9,23,describe the elements of a business plan;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,10,23,identify sources of information for conducting research into the establishment of businesses;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
